"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"Alice Escaped!",1489410,0,False,1,"illuCalab","Sekai Project","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;Indie;Simulation",281,29,"27 Jan, 2023"
"Rules of Destruction",684970,0,False,"","FireBurnGames","FireBurnGames","CAD","8.79","8.79",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Casual;RPG;Early Access","","","25 Aug, 2017"
"Dance Waifu",1482920,0,False,"","Boom Team","Boom Team","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation","",20,"15 Jan, 2021"
"Varial",2069340,0,True,"","To Go Box Games","SCAD Games Studio","","","",True,False,False,"","Single-player","Action;Casual;Free To Play;Indie;Sports","","","21 Apr, 2023"
"Bad Hombre",1071610,0,False,"","AFOA Theatre","AFOA Theatre","CAD","13.49","13.49",True,False,False,"","Single-player;Family Sharing","Action","","","6 Aug, 2019"
"Dark Sweeper",2186940,0,False,"","NIK Studios","NIK Studios","CAD","15.49","15.49",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Indie","","","17 Nov, 2022"
"8089: The Next Action RPG",1593280,0,False,"","Phr00t's Software","Phr00t's Software","CAD","12.99","12.99",True,False,True,"","Single-player;Tracked Controller Support;VR Supported;Steam Cloud;Family Sharing","Action;Indie;RPG","","","5 Nov, 2021"
"Dungeons 4 Playtest",2223360,0,False,"","","","","","",True,False,False,"","","","","","20 Jan, 2023"
"The Hidden Ghost",1927540,0,False,"","Gamesforgames","Gamesforgames","CAD","129.99","129.99",True,False,False,"","Single-player;Full controller support;Family Sharing","Adventure;Casual;Indie;Simulation","","","15 Apr, 2022"
"The Stone Cutter and the Mountain Spirit",2065200,0,False,"","Philosophical School of Games","Philosophical School of Games","CAD","4.99","4.99",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Adventure;Casual;Indie","",36,"15 Nov, 2022"
"Dynopunk: Welcome to Synth-City",2321460,0,True,"","Tomato Fantasy Games","101XP","","","",True,False,False,"","Single-player;Steam Cloud","Adventure;Casual;Indie;Simulation;Free To Play","","","12 Apr, 2023"
"Codename: Terranova",1236670,0,False,"","ACGames","ACGames","CAD","28.99","28.99",True,False,False,"","Multi-player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Casual;Indie","",69,"11 Nov, 2024"
"VilleTown",527250,0,False,1,"Laugical Games","Laugical Games","CAD","5.49","5.49",True,False,False,"","Single-player;Steam Trading Cards;Family Sharing","Indie;Simulation;Strategy","","","23 Sep, 2016"
"Montaro",495890,0,False,"","JCKSLAP","02GAMES","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Family Sharing","Casual;Indie",10535,15,"25 Jul, 2016"
"Fast or Dead",2122840,0,False,"","Evvacon","Evvacon","CAD","8.99","8.99",True,False,False,"","Single-player;Tracked Controller Support;VR Supported;Partial Controller Support;Steam Cloud;Family Sharing","Action;Racing;Simulation","","","4 Nov, 2022"
"PogoChamp",1357220,0,False,"","Jake Rabinowitz","Jake Rabinowitz","CAD","3.39","3.39",True,True,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Family Sharing","Action;Casual;Indie;Racing;Sports","",40,"12 Apr, 2021"
"Quarantine Run",1594830,0,False,"","Darien Mayne","Darien Mayne","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;Family Sharing","Action;Adventure;Casual","","","31 May, 2021"
"ALTERA",796530,0,False,"","Vulkanic","Vulkanic","","","",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Family Sharing","Action;Indie;Massively Multiplayer;Simulation;Early Access","","","Coming soon"
"Nonno Lorenzo",1259580,0,False,"","Enoki Games","Enoki Games","CAD","14.49","14.49",True,True,True,"","Single-player;Steam Achievements;Family Sharing","Casual;RPG;Simulation","",21,"6 Oct, 2022"
"Vikings: Age Of The Axe",1617760,0,False,"","ThunderAxe Games","ThunderAxe Games","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Indie","","","Coming soon"
"Fantasy Mosaics 19: Edge of the World",795940,0,False,"","Andy Jurko","Andy Jurko","CAD","7.99","7.99",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Strategy","","","13 Feb, 2018"
"Recon Quest",2684120,0,True,"","Warstrider;eerongal.itch.io;Tyler","Self published","","","",True,False,False,"","Single-player","Action;Adventure;Casual;Indie;Free To Play","","","20 Feb, 2024"
"Nihilumbra",252670,0,False,"","BeautiFun Games","BeautiFun Games","CAD","8.79","8.79",True,True,True,75,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing","Adventure;Casual;Indie",2258,24,"25 Oct, 2013"
"Spare Teeth VR",1028340,0,False,"","L2D","Level 2 Design","CAD","4.65","4.65",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Indie;Sports","",16,"12 Dec, 2019"
"Epido",1012630,0,False,1,"SekaiFrieden","SekaiFrieden","CAD","2.59","2.59",True,True,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Action;Casual;Indie",1075,24,"6 May, 2019"
"Blobber",2512210,0,False,"","Too Dimensional Games","Too Dimensional Games","CAD","1.29","1.29",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Indie","",10,"16 Apr, 2024"
"Fatal Paws",1807600,0,True,"","Fickle Sickle","Fickle Sickle","","","",True,True,False,"","Single-player","Action;Adventure;Indie;Strategy","","","26 Nov, 2021"
"Corsair`s Madness Prologue: Jungle`s Island",2190570,0,True,"","Old Prawn","Madnetic Games","","","",True,False,False,"","Single-player;Full controller support","Action;Adventure;Indie","","","3 Feb, 2023"
"MOAI 5: New Generation Collector’s Edition",793940,0,False,"","Toyman Interactive","ESDigital Games","CAD","10.49","10.49",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Casual;Simulation","",71,"29 Mar, 2018"
"MIGHTY GUNVOLT BURST",774651,0,False,2,"INTI CREATES CO., LTD.","INTI CREATES CO., LTD.","CAD","12.49","12.49",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Action",208,31,"31 Jul, 2019"
"斗魂大陆",1547170,0,True,"","境界游戏股份有限公司","境界游戏股份有限公司","","","",True,False,False,"","Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;In-App Purchases","Casual;Free To Play;Massively Multiplayer;RPG","","","1 Mar, 2021"
"不可思议佣兵团",1135380,0,False,"","折凳工作室","折凳工作室","CAD","4.65","4.65",True,False,False,"","Single-player;Family Sharing","Indie","","","3 Oct, 2019"
"Climb Jump",2796060,0,False,"","Nofuel Games","Nofuel Games","","","",True,False,False,"","Single-player;Family Sharing","Casual","","","Coming soon"
"Cyber NINJA that Climbs the City",2431230,0,False,"","Michigames","Michigames","CAD","6.49","6.49",True,False,False,"","Single-player;Full controller support;Steam Cloud;Family Sharing","Action;Casual;Indie","","","7 Jul, 2023"
"CHILDHOOD GONE - Shadowed Wand",1678630,0,False,"","OLIVANGO","OLIVANGO","CAD","5.69","5.69",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Adventure;Indie;RPG","","","15 Jul, 2021"
"Welcome Back To 2007 Part II",848550,0,False,2,"Siberian Mouse","Siberian Mouse","CAD","6.49","6.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards;Family Sharing","Adventure;Casual;Indie","",100,"11 Sep, 2018"
"Left Stranded Playtest",2020730,0,False,"","","","","","",True,False,False,"","","","","","5 Aug, 2024"
"Heist Simulator",1222290,0,False,"","RogueCode (PTY) LTD;SkyBagel","No More Robots","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Simulation;Strategy","","","Coming soon"
"Garden Magic",1604370,0,False,"","QuickBobber","QuickBobber","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Adventure;Casual;Indie;Strategy","","","27 Apr, 2021"
"会计模拟器",2105980,0,False,"","曲波","曲波","CAD","12.99","12.99",True,True,False,"","Single-player;Family Sharing","Strategy;Early Access",103,"","21 Nov, 2022"
"Lost Century",1381260,0,False,"","OhF","OhF","CAD","18.49","18.49",True,False,False,"","Single-player;Multi-player;Co-op;LAN Co-op;Family Sharing","Action;Early Access","","","26 Aug, 2020"
"Aim Climb",1909770,0,False,1,"YuLu","YuLu","CAD","7.99","7.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Action;Indie",210,6,"18 Mar, 2022"
"Sanitarium",284050,0,False,"","Dotemu","Ziggurat","CAD","16.99","16.99",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Adventure",1102,20,"29 Oct, 2014"
"SnekMP",2211660,0,True,"","Zuzelo","Zuzelo","","","",True,False,False,"","Multi-player;PvP;Online PvP;LAN PvP","Casual;Free To Play","","","24 Nov, 2022"
"Dinky Dungeon",1379940,0,False,"","NAISU","NAISU","","","",True,True,True,"","Single-player;Steam Achievements;Steam Leaderboards;Family Sharing","Action;Indie;RPG","","","Coming soon"
"Ragnarock",1345820,0,False,42,"WanadevStudio","WanadevStudio","CAD","28.99","28.99",True,False,False,87,"Single-player;Multi-player;PvP;Online PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Tracked Controller Support;VR Supported;In-App Purchases;Remote Play Together;Family Sharing","Action;Casual;Indie",2694,16,"15 Jul, 2021"
"Farm Kitten - Puzzle Pipes",1721270,0,False,"","Minicactus Games","Minicactus Games","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual","",33,"26 Aug, 2021"
"Schildmaid MX",2154760,0,False,"","HitP Studio","HitP Studio","CAD","19.49","19.49",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Indie","",48,"24 Mar, 2023"
"The Catacombs of Solaris Revisited",1532250,0,False,"","Ian MacLarty","Shape Shop","CAD","13.49","13.49",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Adventure;Casual",203,"","17 Feb, 2021"
"Strategic Command: World War I",1096930,0,False,1,"Fury Software","Slitherine Ltd.","CAD","54.72","54.72",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen;Steam Cloud;Remote Play Together;Family Sharing","Strategy",327,"","5 Dec, 2019"
"Bronze Age - HD Edition",686900,0,False,"","Clarus Victoria","Clarus Victoria","CAD","3.89","3.89",True,True,True,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Indie;Simulation;Strategy",344,15,"25 Sep, 2017"
"Songs of Araiah: Re-Mastered Edition",567690,0,False,"","vNovel Interactive / Team BG","Sometimes You","","","",True,True,False,"","Single-player;Steam Trading Cards;Family Sharing","Adventure;Casual;Indie;RPG","","","13 Oct, 2017"
"Masonic Mysteries: Secrets Unveiled",2368250,0,False,"","Play Games Ltd","Play Games Ltd","CAD","12.99","12.99",True,False,False,"","Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Family Sharing","Action;Casual;Massively Multiplayer;RPG;Strategy","","","24 Apr, 2024"
"Terroir",559910,0,False,1,"General Interactive Co.","General Interactive Co.","CAD","8.99","8.99",True,True,True,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Indie;Simulation;Strategy",337,26,"20 Sep, 2017"
"Ember's Love",2153900,0,False,"","LeeBbunsik","PsychoFlux Entertainment","CAD","1.29","1.29",True,True,False,"","Single-player;Family Sharing","Adventure;Indie;RPG;Strategy","","","24 Feb, 2023"
"Fear Therapy Playtest",1877620,0,False,"","","","","","",True,False,False,"","","","",0,"27 Feb, 2022"
"Unknown Soul With Me",2734790,0,False,"","NotYet","NotYet","CAD","3.89","3.89",True,False,False,"","Single-player;Family Sharing","Adventure;Indie","","","29 Dec, 2023"
"The Storm",1418490,0,False,"","Hammer Vise Studios","Hammer Vise Studios","CAD","5.69","5.69",True,False,False,"","Single-player;Family Sharing","Adventure;Indie","","","30 Sep, 2020"
"Sky of Destruction",1003880,0,False,"","Satur Entertainment","Satur Entertainment","CAD","16.99","6.79",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation;Strategy","",14,"21 Jul, 2024"
"Smooth Operators 2",776660,0,False,"","Heydeck Games","Heydeck Games","CAD","12.99","12.99",True,False,False,"","Single-player;Steam Achievements;Steam Workshop;Steam Leaderboards;Includes level editor;Family Sharing","Casual;Indie;Simulation;Strategy","",61,"22 Sep, 2022"
"TileDynasty FPS Arena",524350,0,False,"","Purpl3Grape","Purpl3Grape","CAD","1.19","1.19",True,True,False,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Partial Controller Support;Stats;Family Sharing","Action;Indie;Early Access","",1,"1 Jan, 2018"
"Nikhil Murthy's Syphilisation",1712530,0,False,"","Why Not Games","Why Not Games","CAD","17.49","17.49",True,False,False,"","Single-player;Family Sharing","Indie;Simulation;Strategy","",38,"1 Sep, 2024"
"Rheum",849520,0,False,"","SpaceMyFriend","SpaceMyFriend","CAD","3.89","0.77",True,False,False,"","Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards;Family Sharing","Action;Adventure;Indie","",19,"22 May, 2018"
"寄居隅怪奇事件簿 Hermitage Strange Case Files",836640,0,False,2,"Arrowiz","Arrowiz","CAD","11.49","3.44",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Indie",1787,18,"12 Nov, 2018"
"Temple of Apshai Trilogy",1436930,0,False,"","Epyx, Inc.","Pixel Games UK","CAD","4.99","4.99",True,False,False,"","Single-player;Family Sharing","Adventure;RPG","","","19 Oct, 2020"
"Siege 'n Sow",2773700,0,False,"","Cuca;Hitsuji","Softwool","","","",True,False,True,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Strategy","","","To be announced"
"Creepy Forest",2193900,0,False,"","Fly & Wing Studio","Fly & Wing Studio","CAD","2.59","2.59",True,False,False,"","Single-player;Family Sharing","Casual;Indie","",52,"11 Jan, 2023"
"Almazy",1724700,0,False,"","Ivelle Games","Ivelle Games","CAD","6.49","6.49",True,True,True,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Action;Casual;Indie","",4,"21 Sep, 2021"
"Monster College",2384600,0,False,"","Monster Eye Games","Monster Eye Games","CAD","12.99","12.99",True,True,True,"","Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing","Adventure;Indie",370,59,"26 May, 2025"
"Elven Warmaiden",1878000,0,False,"","MONT Games","MONT Games","CAD","11.49","11.49",True,False,False,"","Single-player;Steam Cloud;Family Sharing","Indie;RPG;Strategy","","","3 Feb, 2022"
"Ninehouse",1868870,0,False,"","Game Hat Studio","Game Hat Studio","CAD","4.95","4.95",True,False,False,"","Single-player;Family Sharing","Casual;RPG","","","17 Mar, 2022"
"Outsider: After Life",1354940,0,False,1,"Once A Bird","Once A Bird","CAD","3.89","3.89",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Adventure;Indie","",10,"13 Jul, 2021"
"Veiling Mask",2179020,0,False,"","Kopfkino Games","Kopfkino Games","","","",True,False,False,"","Single-player;Family Sharing","Indie;RPG;Strategy","","","To be announced"
"Nightwolf: Survive the Megadome",760050,0,True,"","CYBERPHO","Robot Gentleman","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Stats;Steam Leaderboards","Action;Indie","",51,"11 Jun, 2019"
"江湖群雄传",2092700,0,False,"","黑白牛游戏","黑白牛游戏","CAD","11.49","11.49",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation;Strategy","","","4 Aug, 2022"
"Countless Army",2413640,0,False,"","Dos Estrellas","Dos Estrellas","CAD","12.99","12.99",True,True,True,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Indie;Strategy","",61,"18 Jul, 2024"
"Space industrial empire",2423620,0,False,1,"游戏养家工作室","游戏养家工作室","CAD","7.79","7.79",True,False,False,"","Single-player;Steam Achievements;Steam Cloud;Family Sharing","Casual;Indie;Strategy",987,52,"24 May, 2024"
"Escoteiros Espaciais",1147170,0,False,"","Escoteiros Espaciais","Superefificientes Libras","CAD","2.29","2.29",True,False,False,"","Single-player;Steam Achievements;Family Sharing","Casual;Indie","",34,"20 Sep, 2019"
"CAN ANDROIDS SURVIVE",1555920,0,False,"","aPriori Digital;Strange Scaffold","aPriori Digital","CAD","11.49","11.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure","",12,"28 Jun, 2022"
"Blast Brigade vs. the Evil Legion of Dr. Cread",1550760,0,False,1,"MY.GAMES","Knights Peak","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Family Sharing","Action;Adventure;Indie",228,52,"12 Apr, 2022"
"ClusterPuck 99",337960,0,False,"","PHL Collective","PHL Collective","CAD","5.69","5.69",True,True,True,"","Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Full controller support;Remote Play on TV;Remote Play Together;Family Sharing","Indie;Sports","",18,"23 Jan, 2015"
"FUTURE GPX CYBER FORMULA SIN VIER",964230,0,False,"","PROJECT YNP","PROJECT YNP","CAD","33.99","33.99",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Full controller support;VR Supported;Family Sharing","Action;Indie;Racing;Sports","","","11 Dec, 2018"
"HYPERBEAT",2263360,0,False,"","Alice Bottino;CHANCELLOR","Alice Bottino;CHANCELLOR","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Family Sharing","Action;Indie","","","2025"
"无尽的冒险",2484630,0,False,""," 水月suigetsu"," 水月suigetsu","CAD","1.29","1.16",True,False,False,"","Single-player;Keyboard Only Option;Mouse Only Option;Playable without Timed Input;Save Anytime;Steam Cloud;Family Sharing","Adventure;Casual;Indie;RPG","","","1 Aug, 2025"
"Religion inc.",1388130,0,False,"","GameFirst","GameFirst","CAD","1.29","1.29",True,True,False,"","Single-player;Family Sharing","Casual;Indie;Simulation;Strategy",116,30,"19 Apr, 2025"
